iteration,iteration-mean-cost,best-cost
4989,13104.1,8748.8
4990,13172.2,8748.8
4991,12823.4,8748.8
4992,13131.9,8748.8
4993,13372.9,8748.8
4994,13285.6,8748.8
4995,13437.4,8748.8
4996,13100.0,8748.8
4997,13238.8,8748.8
4998,13052.7,8748.8
4999,12888.1,8748.8
5000,13343.8,8748.8
5001,13059.7,8748.8
5002,13441.2,8748.8
5003,13830.7,8748.8
5004,13089.5,8748.8
5005,13444.3,8748.8
5006,12955.2,8748.8
5007,13264.0,8748.8
5008,13418.1,8748.8
5009,13756.8,8748.8
5010,13528.7,8748.8
5011,13088.3,8748.8
5012,13259.5,8748.8
5013,13033.2,8748.8
5014,12956.8,8748.8
5015,13078.2,8748.8
5016,13337.2,8748.8
5017,13083.8,8748.8
5018,12916.3,8748.8
5019,13141.7,8748.8
5020,12839.6,8748.8
5021,13142.6,8748.8
5022,13149.9,8748.8
5023,13079.4,8748.8
5024,13233.5,8748.8
5025,12999.7,8748.8
5026,12937.4,8748.8
5027,13099.5,8748.8
5028,12760.2,8748.8
5029,13363.4,8748.8
5030,13077.8,8748.8
5031,12789.1,8748.8
5032,12630.1,8748.8
5033,12860.4,8748.8
5034,13137.2,8748.8
5035,12993.2,8748.8
5036,13391.3,8748.8
5037,13017.4,8748.8
5038,13130.1,8748.8
5039,13156.3,8748.8
5040,12938.7,8748.8
5041,13139.4,8748.8
5042,12853.9,8748.8
5043,13153.5,8748.8
5044,12992.8,8748.8
5045,13204.1,8748.8
5046,13057.7,8748.8
5047,13319.2,8748.8
5048,13365.8,8748.8
5049,13088.5,8748.8
5050,13197.4,8748.8
5051,12979.2,8748.8
5052,13467.2,8748.8
5053,12659.8,8748.8
5054,12804.2,8748.8
5055,13260.3,8748.8
5056,13319.9,8748.8
5057,13141.2,8748.8
5058,13036.3,8748.8
5059,12994.2,8748.8
5060,12774.1,8748.8
5061,12966.0,8748.8
5062,13336.6,8748.8
5063,12639.6,8748.8
5064,12773.6,8748.8
5065,12745.8,8748.8
5066,12904.4,8748.8
5067,12613.0,8748.8
5068,13396.3,8748.8
5069,13208.9,8748.8
5070,13209.6,8748.8
5071,13367.2,8748.8
5072,13161.6,8748.8
5073,13270.8,8748.8
5074,13501.5,8748.8
5075,13821.1,8748.8
5076,13434.7,8748.8
5077,12912.9,8748.8
5078,13232.9,8748.8
5079,13301.5,8748.8
5080,13198.2,8748.8
5081,13650.9,8748.8
5082,12931.2,8748.8
5083,13615.4,8748.8
5084,12945.6,8748.8
5085,13375.7,8748.8
5086,13287.3,8748.8
5087,12881.4,8748.8
5088,12977.8,8748.8
5089,13835.1,8748.8
5090,12933.4,8748.8
5091,13421.9,8748.8
5092,13066.1,8748.8
5093,12961.8,8748.8
5094,12900.1,8748.8
5095,12891.0,8748.8
5096,12931.9,8748.8
5097,12588.5,8748.8
5098,13058.4,8748.8
5099,12870.9,8748.8
5100,12657.6,8748.8
5101,12922.5,8748.8
5102,13306.2,8748.8
5103,13006.7,8748.8
5104,12682.4,8748.8
5105,12451.4,8748.8
5106,13352.7,8748.8
5107,12680.2,8748.8
5108,12820.7,8748.8
5109,13436.5,8748.8
5110,13318.4,8748.8
5111,13568.3,8748.8
5112,13018.1,8748.8
5113,13158.8,8748.8
5114,13116.1,8748.8
5115,13457.9,8748.8
5116,13321.1,8748.8
5117,12979.9,8748.8
5118,13218.2,8748.8
5119,13471.1,8748.8
5120,13077.9,8748.8
5121,13128.9,8748.8
5122,13443.7,8748.8
5123,13157.4,8748.8
5124,13263.8,8748.8
5125,13566.5,8748.8
5126,13072.2,8748.8
5127,12986.4,8748.8
5128,13866.3,8748.8
5129,13561.9,8748.8
5130,13165.2,8748.8
5131,13189.3,8748.8
5132,13082.4,8748.8
5133,12989.7,8748.8
5134,13191.8,8748.8
5135,13239.5,8748.8
5136,12835.5,8748.8
5137,13312.6,8748.8
5138,13297.2,8748.8
5139,13150.9,8748.8
5140,12912.4,8748.8
5141,12504.9,8748.8
5142,12486.7,8748.8
5143,12843.3,8748.8
5144,12809.8,8748.8
5145,12436.4,8748.8
5146,13065.8,8748.8
5147,12944.1,8748.8
5148,13068.3,8748.8
5149,12940.1,8748.8
5150,12984.8,8748.8
5151,13229.2,8748.8
5152,13096.8,8748.8
5153,13480.6,8748.8
5154,13338.5,8748.8
5155,13066.0,8748.8
5156,13158.2,8748.8
5157,13410.5,8748.8
5158,12792.0,8748.8
5159,13369.7,8748.8
5160,13098.1,8748.8
5161,12921.7,8748.8
5162,12763.0,8748.8
5163,12906.5,8748.8
5164,13628.8,8748.8
5165,13149.1,8748.8
5166,13761.7,8748.8
5167,12982.6,8748.8
5168,12820.9,8748.8
5169,13527.3,8748.8
5170,12948.6,8748.8
5171,13067.4,8748.8
5172,13000.4,8748.8
5173,13571.1,8748.8
5174,13135.8,8748.8
5175,12461.5,8748.8
5176,13314.9,8748.8
5177,13393.4,8748.8
5178,13361.6,8748.8
5179,13173.8,8748.8
5180,12356.2,8748.8
5181,13073.0,8748.8
5182,13449.5,8748.8
5183,13339.5,8748.8
5184,13581.1,8748.8
5185,13045.8,8748.8
5186,13119.0,8748.8
5187,13143.3,8748.8
5188,13151.1,8748.8
5189,12737.5,8748.8
5190,13429.7,8748.8
5191,13142.0,8748.8
5192,13082.1,8748.8
5193,12290.1,8748.8
5194,12588.2,8748.8
5195,12610.3,8748.8
5196,13057.8,8748.8
5197,13236.4,8748.8
5198,13231.5,8748.8
5199,12801.2,8748.8
5200,12728.9,8748.8
5201,12860.1,8748.8
5202,13497.0,8748.8
5203,12997.7,8748.8
5204,13168.6,8748.8
5205,13133.9,8748.8
5206,12955.3,8748.8
5207,13015.6,8748.8
5208,13039.7,8748.8
5209,12742.4,8748.8
5210,13216.4,8748.8
5211,13366.8,8748.8
5212,13707.7,8748.8
5213,12941.7,8748.8
5214,13530.7,8748.8
5215,12958.2,8748.8
5216,13013.9,8748.8
5217,13074.2,8748.8
5218,13487.7,8748.8
5219,13125.8,8748.8
5220,13580.1,8748.8
5221,14055.4,8748.8
5222,13096.9,8748.8
5223,12964.0,8748.8
5224,13399.9,8748.8
5225,13421.5,8748.8
5226,12744.2,8748.8
5227,12784.0,8748.8
5228,12774.4,8748.8
5229,13758.8,8748.8
5230,12831.9,8748.8
5231,13128.1,8748.8
5232,13124.6,8748.8
5233,13464.9,8748.8
5234,13509.2,8748.8
5235,13727.0,8748.8
5236,13530.8,8748.8
5237,13465.1,8748.8
5238,13450.0,8748.8
5239,13471.8,8748.8
5240,13148.4,8748.8
5241,13788.8,8748.8
5242,13165.4,8748.8
5243,13115.3,8748.8
5244,13411.7,8748.8
5245,12993.9,8748.8
5246,13537.9,8748.8
5247,13302.2,8748.8
5248,12836.0,8748.8
5249,13213.9,8748.8
5250,12938.3,8748.8
5251,12892.2,8748.8
5252,13377.6,8748.8
5253,12546.0,8748.8
5254,13049.9,8748.8
5255,12688.2,8748.8
5256,12922.0,8748.8
5257,13128.6,8748.8
5258,13173.1,8748.8
5259,13571.8,8748.8
5260,13033.1,8748.8
5261,13714.8,8748.8
5262,13128.1,8748.8
5263,13618.1,8748.8
5264,13410.6,8748.8
5265,13269.4,8748.8
5266,13304.5,8748.8
5267,12905.7,8748.8
5268,13603.5,8748.8
5269,12976.5,8748.8
5270,13596.1,8748.8
5271,13266.0,8748.8
5272,13134.1,8748.8
5273,12896.2,8748.8
5274,12872.5,8748.8
5275,12879.4,8748.8
5276,13143.9,8748.8
5277,13431.4,8748.8
5278,13433.2,8748.8
5279,12965.4,8748.8
5280,12687.8,8748.8
5281,12733.9,8748.8
5282,13120.7,8748.8
5283,12706.0,8748.8
5284,12987.8,8748.8
5285,13420.5,8748.8
5286,13350.8,8748.8
5287,12933.3,8748.8
5288,13227.6,8748.8
5289,13378.0,8748.8
5290,13436.9,8748.8
5291,13832.0,8748.8
5292,13423.5,8748.8
5293,12990.2,8748.8
5294,12964.1,8748.8
5295,13531.4,8748.8
5296,13200.2,8748.8
5297,13428.7,8748.8
5298,13493.3,8748.8
5299,13593.6,8748.8
5300,12968.1,8748.8
5301,13833.7,8748.8
5302,13263.2,8748.8
5303,13053.1,8748.8
5304,13537.1,8748.8
5305,13123.2,8748.8
5306,13026.1,8748.8
5307,13309.5,8748.8
5308,13467.1,8748.8
5309,13236.5,8748.8
5310,14006.0,8748.8
5311,13472.6,8748.8
5312,13398.1,8748.8
5313,13330.1,8748.8
5314,13662.7,8748.8
5315,13628.2,8748.8
5316,13322.4,8748.8
5317,12703.6,8748.8
5318,13050.8,8748.8
5319,13409.9,8748.8
5320,13555.0,8748.8
5321,13033.7,8748.8
5322,12834.9,8748.8
5323,13202.4,8748.8
5324,12986.3,8748.8
5325,13251.6,8748.8
5326,12887.7,8748.8
5327,13154.3,8748.8
5328,13640.6,8748.8
5329,13451.0,8748.8
5330,13494.8,8748.8
5331,13285.5,8748.8
5332,13376.4,8748.8
5333,13042.7,8748.8
5334,12631.3,8748.8
5335,12976.8,8748.8
5336,12838.1,8748.8
5337,12903.0,8748.8
5338,13019.1,8748.8
5339,12954.0,8748.8
5340,13110.9,8748.8
5341,12843.1,8748.8
5342,12854.5,8748.8
5343,13028.6,8748.8
5344,13070.7,8748.8
5345,13491.4,8748.8
5346,12656.9,8748.8
5347,13148.9,8748.8
5348,13176.5,8748.8
5349,13004.6,8748.8
5350,13220.5,8748.8
5351,12741.2,8748.8
5352,12840.1,8748.8
5353,13408.7,8748.8
5354,12725.0,8748.8
5355,12562.1,8748.8
5356,13007.7,8748.8
5357,13429.2,8748.8
5358,13334.7,8748.8
5359,13437.2,8748.8
5360,13609.6,8748.8
5361,13271.1,8748.8
5362,13145.4,8748.8
5363,13577.2,8748.8
5364,13482.9,8748.8
5365,13748.0,8748.8
5366,13285.8,8748.8
5367,13236.2,8748.8
5368,14069.4,8748.8
5369,13628.0,8748.8
5370,13015.2,8748.8
5371,13131.8,8748.8
5372,12964.4,8748.8
5373,13480.4,8748.8
5374,13120.3,8748.8
5375,12676.7,8748.8
5376,13544.2,8748.8
5377,13751.2,8748.8
5378,12644.4,8748.8
5379,12770.6,8748.8
5380,12907.4,8748.8
5381,13428.0,8748.8
5382,12812.4,8748.8
5383,13399.1,8748.8
5384,13449.9,8748.8
5385,13342.0,8748.8
5386,13256.9,8748.8
5387,13289.7,8748.8
5388,13111.9,8748.8
5389,13030.2,8748.8
5390,13159.9,8748.8
5391,13363.2,8748.8
5392,13200.5,8748.8
5393,13486.5,8748.8
5394,13134.9,8748.8
5395,12910.8,8748.8
5396,12962.7,8748.8
5397,12605.0,8748.8
5398,13347.2,8748.8
5399,13452.2,8748.8
5400,12700.0,8748.8
5401,13170.3,8748.8
5402,12855.3,8748.8
5403,13107.6,8748.8
5404,12966.5,8748.8
5405,13546.3,8748.8
5406,13081.1,8748.8
5407,13514.9,8748.8
5408,13386.3,8748.8
5409,13294.1,8748.8
5410,13182.8,8748.8
5411,13084.6,8748.8
5412,13309.5,8748.8
5413,13311.6,8748.8
5414,13297.6,8748.8
5415,13112.9,8748.8
5416,12964.9,8748.8
5417,13373.3,8748.8
5418,13467.6,8748.8
5419,13237.3,8748.8
5420,13360.9,8748.8
5421,13017.0,8748.8
5422,13124.6,8748.8
5423,13105.9,8748.8
5424,13322.9,8748.8
5425,12724.5,8748.8
5426,13197.4,8748.8
5427,13273.0,8748.8
5428,13235.9,8748.8
5429,12801.8,8748.8
5430,13501.9,8748.8
5431,12838.5,8748.8
5432,13250.4,8748.8
5433,13124.9,8748.8
5434,12732.9,8748.8
5435,13717.5,8748.8
5436,13311.4,8748.8
5437,13335.4,8748.8
5438,13219.4,8748.8
5439,13003.4,8748.8
5440,12670.3,8748.8
5441,13244.8,8748.8
5442,12904.4,8748.8
5443,12929.7,8748.8
5444,13084.5,8748.8
5445,13171.0,8748.8
5446,13530.0,8748.8
5447,12984.6,8748.8
5448,12992.6,8748.8
5449,13301.5,8748.8
5450,13247.9,8748.8
5451,13156.1,8748.8
5452,13308.2,8748.8
5453,13263.7,8748.8
5454,13121.6,8748.8
5455,13038.1,8748.8
5456,13306.6,8748.8
5457,13221.4,8748.8
5458,12871.7,8748.8
5459,12916.1,8748.8
5460,13185.3,8748.8
5461,12789.6,8748.8
5462,13037.9,8748.8
5463,13506.0,8748.8
5464,13169.4,8748.8
5465,13575.0,8748.8
5466,13424.9,8748.8
5467,13012.2,8748.8
5468,13065.2,8748.8
5469,12976.3,8748.8
5470,13595.1,8748.8
5471,13155.1,8748.8
5472,13088.9,8748.8
5473,13151.9,8748.8
5474,13264.2,8748.8
5475,13485.8,8748.8
5476,13096.6,8748.8
5477,13189.3,8748.8
5478,13657.9,8748.8
5479,12807.6,8748.8
5480,13608.3,8748.8
5481,13431.8,8748.8
5482,13317.3,8748.8
5483,13691.7,8748.8
5484,13418.8,8748.8
5485,13762.0,8748.8
5486,12952.4,8748.8
5487,13280.6,8748.8
5488,13411.4,8748.8
5489,13161.9,8748.8
5490,13161.4,8748.8
5491,13129.9,8748.8
5492,12559.4,8748.8
5493,12944.0,8748.8
5494,12855.7,8748.8
5495,12843.0,8748.8
5496,13453.9,8748.8
5497,13319.5,8748.8
5498,13420.6,8748.8
5499,13371.1,8748.8
5500,12979.2,8748.8
5501,13200.7,8748.8
5502,13142.5,8748.8
5503,13165.6,8748.8
5504,13198.2,8748.8
5505,13157.9,8748.8
5506,13122.9,8748.8
5507,13222.4,8748.8
5508,13025.2,8748.8
5509,12714.5,8748.8
5510,13231.6,8748.8
5511,13523.5,8748.8
5512,13346.9,8748.8
5513,13343.2,8748.8
5514,12951.8,8748.8
5515,12700.6,8748.8
5516,12884.4,8748.8
5517,12902.0,8748.8
5518,13208.1,8748.8
5519,13358.7,8748.8
5520,13477.6,8748.8
5521,13418.2,8748.8
5522,12850.5,8748.8
5523,13368.6,8748.8
5524,13247.2,8748.8
5525,13210.3,8748.8
5526,13057.8,8748.8
5527,13587.5,8748.8
5528,12933.4,8748.8
5529,12896.4,8748.8
5530,12697.2,8748.8
5531,12796.2,8748.8
5532,12861.1,8748.8
5533,12217.7,8748.8
5534,12610.5,8748.8
5535,12461.0,8748.8
5536,13152.9,8748.8
5537,13056.2,8748.8
5538,12746.2,8748.8
5539,13460.1,8748.8
5540,13105.1,8748.8
5541,13122.7,8748.8
5542,13437.1,8748.8
5543,13249.7,8748.8
5544,12982.9,8748.8
5545,13336.7,8748.8
5546,13128.5,8748.8
5547,13392.6,8748.8
5548,13106.3,8748.8
5549,13149.5,8748.8
5550,13274.2,8748.8
5551,12960.7,8748.8
5552,13108.8,8748.8
5553,13300.6,8748.8
5554,13389.4,8748.8
5555,13241.0,8748.8
5556,13437.7,8748.8
5557,13038.9,8748.8
5558,12800.9,8748.8
5559,13277.8,8748.8
5560,13314.3,8748.8
5561,12606.2,8748.8
5562,13179.0,8748.8
5563,13448.6,8748.8
5564,12856.8,8748.8
5565,13242.2,8748.8
5566,13143.1,8748.8
5567,13270.4,8748.8
5568,12754.8,8748.8
5569,13451.2,8748.8
5570,13377.5,8748.8
5571,13325.7,8748.8
5572,13040.1,8748.8
5573,13173.8,8748.8
5574,13144.7,8748.8
5575,13056.3,8748.8
5576,13214.7,8748.8
5577,12688.8,8748.8
5578,13178.5,8748.8
5579,12855.4,8748.8
5580,13324.8,8748.8
5581,13699.8,8748.8
5582,12994.1,8748.8
5583,13462.5,8748.8
5584,13697.5,8748.8
5585,12761.5,8748.8
5586,13760.5,8748.8
5587,13342.4,8748.8
5588,13145.4,8748.8
5589,13408.9,8748.8
5590,13256.8,8748.8
5591,13237.8,8748.8
5592,13715.1,8748.8
5593,13348.7,8748.8
5594,13604.8,8748.8
5595,13406.1,8748.8
5596,13492.3,8748.8
5597,13120.4,8748.8
5598,13405.2,8748.8
5599,13053.2,8748.8
5600,13174.8,8748.8
5601,13453.4,8748.8
5602,13777.7,8748.8
5603,13107.6,8748.8
5604,12897.9,8748.8
5605,12582.3,8748.8
5606,12836.6,8748.8
5607,12620.6,8748.8
5608,12601.9,8748.8
5609,12982.2,8748.8
5610,13015.4,8748.8
5611,12753.6,8748.8
5612,13072.4,8748.8
5613,13021.6,8748.8
5614,13204.0,8748.8
5615,13145.4,8748.8
5616,13083.1,8748.8
5617,12603.9,8748.8
5618,13302.6,8748.8
5619,12794.4,8748.8
5620,13566.0,8748.8
5621,12966.6,8748.8
5622,12954.9,8748.8
5623,13348.2,8748.8
5624,12998.2,8748.8
5625,13116.8,8748.8
5626,13466.4,8748.8
5627,13230.2,8748.8
5628,13045.4,8748.8
5629,13385.1,8748.8
5630,13710.6,8748.8
5631,13594.7,8748.8
5632,12742.8,8748.8
5633,12962.7,8748.8
5634,13005.1,8748.8
5635,12555.1,8748.8
5636,13043.8,8748.8
5637,12986.3,8748.8
5638,13406.9,8748.8
5639,13212.2,8748.8
5640,12595.6,8748.8
5641,13049.8,8748.8
5642,13223.7,8748.8
5643,13177.3,8748.8
5644,13318.9,8748.8
5645,13164.9,8748.8
5646,12915.0,8748.8
5647,12963.1,8748.8
5648,12822.9,8748.8
5649,14123.1,8748.8
5650,13074.0,8748.8
5651,13497.2,8748.8
5652,13061.3,8748.8
5653,13256.7,8748.8
5654,13291.5,8748.8
5655,13437.9,8748.8
5656,13439.5,8748.8
5657,12945.0,8748.8
5658,13307.3,8748.8
5659,13418.0,8748.8
5660,13231.5,8748.8
5661,12967.1,8748.8
5662,13241.5,8748.8
5663,13638.0,8748.8
5664,12866.9,8748.8
5665,12864.2,8748.8
5666,13136.9,8748.8
5667,13385.1,8748.8
5668,13691.1,8748.8
5669,13790.3,8748.8
5670,13400.5,8748.8
5671,13088.6,8748.8
5672,13115.1,8748.8
5673,12989.9,8748.8
5674,13305.3,8748.8
5675,13317.5,8748.8
5676,12953.3,8748.8
5677,13231.9,8748.8
5678,13321.7,8748.8
5679,13480.4,8748.8
5680,13311.0,8748.8
5681,13690.4,8748.8
5682,12891.2,8748.8
5683,12794.2,8748.8
5684,12854.7,8748.8
5685,13734.3,8748.8
5686,12564.6,8748.8
5687,13599.4,8748.8
5688,13529.9,8748.8
5689,13101.9,8748.8
5690,13318.2,8748.8
5691,13175.2,8748.8
5692,13300.2,8748.8
5693,13474.5,8748.8
5694,13002.2,8748.8
5695,13363.1,8748.8
5696,13212.5,8748.8
5697,13239.1,8748.8
5698,13464.5,8748.8
5699,13573.8,8748.8
5700,13664.9,8748.8
5701,13616.3,8748.8
5702,13214.0,8748.8
5703,13703.8,8748.8
5704,13629.8,8748.8
5705,12918.2,8748.8
5706,13589.9,8748.8
5707,12934.6,8748.8
5708,13254.3,8748.8
5709,12867.2,8748.8
5710,13293.1,8748.8
5711,12884.1,8748.8
5712,12979.3,8748.8
5713,13513.4,8748.8
5714,12825.8,8748.8
5715,12816.0,8748.8
5716,13114.3,8748.8
5717,13300.7,8748.8
5718,12975.4,8748.8
5719,13512.3,8748.8
5720,13096.8,8748.8
5721,13360.2,8748.8
5722,12834.6,8748.8
5723,12566.7,8748.8
5724,13149.2,8748.8
5725,13512.0,8748.8
5726,13562.7,8748.8
5727,13431.1,8748.8
5728,13028.3,8748.8
5729,13426.6,8748.8
5730,13713.0,8748.8
5731,14129.3,8748.8
5732,13562.4,8748.8
5733,13381.3,8748.8
5734,13184.3,8748.8
5735,12791.9,8748.8
5736,13244.8,8748.8
5737,12650.3,8748.8
5738,12835.1,8748.8
5739,13376.6,8748.8
5740,12955.0,8748.8
5741,12645.2,8748.8
5742,13161.5,8748.8
5743,12847.7,8748.8
5744,13268.9,8748.8
5745,12813.8,8748.8
5746,12863.2,8748.8
5747,13120.5,8748.8
5748,12861.4,8748.8
5749,12803.4,8748.8
5750,13140.0,8748.8
5751,12702.3,8748.8
5752,13451.5,8748.8
5753,12932.0,8748.8
5754,13250.3,8748.8
5755,13539.5,8748.8
5756,13158.9,8748.8
5757,13224.2,8748.8
5758,13117.0,8748.8
5759,13111.3,8748.8
5760,13575.4,8748.8
5761,13078.9,8748.8
5762,13505.4,8748.8
5763,12903.2,8748.8
5764,13071.1,8748.8
5765,13062.3,8748.8
5766,13071.8,8748.8
5767,12850.5,8748.8
5768,13189.9,8748.8
5769,12519.0,8748.8
5770,13296.9,8748.8
5771,12955.7,8748.8
5772,12730.3,8748.8
5773,13716.5,8748.8
5774,13167.0,8748.8
5775,13142.8,8748.8
5776,13428.6,8748.8
5777,12969.7,8748.8
5778,12958.9,8748.8
5779,12663.8,8748.8
5780,13726.9,8748.8
5781,13048.3,8748.8
5782,13163.5,8748.8
5783,12542.3,8748.8
5784,13033.2,8748.8
5785,13046.1,8748.8
5786,13097.0,8748.8
5787,13370.7,8748.8
5788,12854.3,8748.8
5789,12736.5,8748.8
5790,13549.6,8748.8
5791,13307.4,8748.8
5792,13147.2,8748.8
5793,13240.1,8748.8
5794,13455.8,8748.8
5795,13258.8,8748.8
5796,13264.0,8748.8
5797,13287.1,8748.8
5798,12726.6,8748.8
5799,12828.1,8748.8
5800,13175.1,8748.8
5801,13379.6,8748.8
5802,13163.6,8748.8
5803,12918.8,8748.8
5804,13347.0,8748.8
5805,13184.9,8748.8
5806,13084.0,8748.8
5807,13338.4,8748.8
5808,13372.5,8748.8
5809,12995.7,8748.8
5810,13397.6,8748.8
5811,13401.1,8748.8
5812,13575.9,8748.8
5813,12879.3,8748.8
5814,13233.5,8748.8
5815,13023.4,8748.8
5816,12491.2,8748.8
5817,13025.8,8748.8
5818,12917.5,8748.8
5819,12823.3,8748.8
5820,13629.5,8748.8
5821,13417.5,8748.8
5822,12890.4,8748.8
5823,12921.9,8748.8
5824,12749.3,8748.8
5825,12827.8,8748.8
5826,13252.2,8748.8
5827,12650.0,8748.8
5828,12970.9,8748.8
5829,13274.6,8748.8
5830,13597.1,8748.8
5831,12729.7,8748.8
5832,12957.3,8748.8
5833,13137.4,8748.8
5834,12714.4,8748.8
5835,12844.7,8748.8
5836,13085.5,8748.8
5837,12694.6,8748.8
5838,12897.5,8748.8
5839,12662.7,8748.8
5840,12740.7,8748.8
5841,13356.8,8748.8
5842,13228.0,8748.8
5843,13346.8,8748.8
5844,13195.0,8748.8
5845,13177.7,8748.8
5846,12866.0,8748.8
5847,12962.2,8748.8
5848,13057.0,8748.8
5849,12887.4,8748.8
5850,13283.9,8748.8
5851,13107.1,8748.8
5852,12901.7,8748.8
5853,12807.6,8748.8
5854,13245.9,8748.8
5855,13290.8,8748.8
5856,13110.0,8748.8
5857,12891.6,8748.8
5858,13336.2,8748.8
5859,13510.7,8748.8
5860,13254.5,8748.8
5861,13689.8,8748.8
5862,13418.0,8748.8
5863,13476.5,8748.8
5864,12827.4,8748.8
5865,13037.2,8748.8
5866,13684.0,8748.8
5867,13213.0,8748.8
5868,13249.4,8748.8
5869,13035.7,8748.8
5870,12648.2,8748.8
5871,13191.4,8748.8
5872,13289.8,8748.8
5873,12923.0,8748.8
5874,13592.8,8748.8
5875,13199.0,8748.8
5876,13122.4,8748.8
5877,12468.7,8748.8
5878,12773.6,8748.8
5879,13045.8,8748.8
5880,13112.3,8748.8
5881,13196.3,8748.8
5882,13000.1,8748.8
5883,12895.6,8748.8
5884,13060.1,8748.8
5885,12727.8,8748.8
5886,13142.7,8748.8
5887,13135.6,8748.8
5888,12990.2,8748.8
5889,12827.4,8748.8
5890,12395.2,8748.8
5891,12765.9,8748.8
5892,12922.6,8748.8
5893,12925.8,8748.8
5894,12912.4,8748.8
5895,12885.4,8748.8
5896,13289.8,8748.8
5897,13334.0,8748.8
5898,13361.6,8748.8
5899,13080.3,8748.8
5900,13254.3,8748.8
5901,13298.9,8748.8
5902,13693.1,8748.8
5903,13390.3,8748.8
5904,13629.8,8748.8
5905,12846.8,8748.8
5906,13248.1,8748.8
5907,13363.8,8748.8
5908,13372.8,8748.8
5909,13169.3,8748.8
5910,12870.9,8748.8
5911,12999.7,8748.8
5912,13355.1,8748.8
5913,13134.0,8748.8
5914,13065.2,8748.8
5915,13590.5,8748.8
5916,12563.4,8748.8
5917,12491.6,8748.8
5918,13795.3,8748.8
5919,13245.3,8748.8
5920,12886.9,8748.8
5921,12743.2,8748.8
5922,13163.2,8748.8
5923,13293.2,8748.8
5924,12955.4,8748.8
5925,13155.3,8748.8
5926,12993.4,8748.8
5927,13139.5,8748.8
5928,12918.1,8748.8
5929,13312.4,8748.8
5930,13067.6,8748.8
5931,13516.6,8748.8
5932,13011.1,8748.8
5933,13032.3,8748.8
5934,13849.9,8748.8
5935,12986.0,8748.8
5936,14011.1,8748.8
5937,13627.8,8748.8
5938,13346.8,8748.8
5939,13042.5,8748.8
5940,13458.4,8748.8
5941,13021.3,8748.8
5942,13129.1,8748.8
5943,13034.0,8748.8
5944,13131.2,8748.8
5945,12845.9,8748.8
5946,13023.5,8748.8
5947,13122.1,8748.8
5948,12772.0,8748.8
5949,12349.2,8748.8
5950,13295.3,8748.8
5951,13119.5,8748.8
5952,13017.8,8748.8
5953,12716.6,8748.8
5954,13077.2,8748.8
5955,13102.1,8748.8
5956,13149.8,8748.8
5957,12556.0,8748.8
5958,12678.7,8748.8
5959,12942.9,8748.8
5960,13140.3,8748.8
5961,13210.8,8748.8
5962,12970.5,8748.8
5963,13496.5,8748.8
5964,13214.1,8748.8
5965,13160.2,8748.8
5966,13963.0,8748.8
5967,13430.7,8748.8
5968,13361.3,8748.8
5969,13700.8,8748.8
5970,13046.5,8748.8
5971,12456.1,8748.8
5972,13116.1,8748.8
5973,12886.4,8748.8
5974,12947.4,8748.8
5975,13105.0,8748.8
5976,13269.7,8748.8
5977,13144.7,8748.8
5978,13266.3,8748.8
5979,13174.7,8748.8
5980,12863.0,8748.8
5981,13229.7,8748.8
5982,12881.5,8748.8
5983,12927.1,8748.8
5984,13114.9,8748.8
5985,12998.4,8748.8
5986,12812.9,8748.8
5987,13185.7,8748.8
5988,13159.5,8748.8
5989,12608.7,8748.8
5990,12850.8,8748.8
5991,13167.7,8748.8
5992,13716.5,8748.8
5993,12852.5,8748.8
5994,13349.9,8748.8
5995,14046.9,8748.8
5996,13288.2,8748.8
5997,12868.2,8748.8
5998,13436.1,8748.8
5999,13664.8,8748.8
6000,13350.8,8748.8
6001,13344.5,8748.8
6002,12940.2,8748.8
6003,13393.9,8748.8
6004,12798.3,8748.8
6005,12941.9,8748.8
6006,13074.7,8748.8
6007,13151.0,8748.8
6008,12564.5,8748.8
6009,13336.3,8748.8
6010,12747.8,8748.8
6011,13086.0,8748.8
6012,13023.6,8748.8
6013,12634.4,8748.8
6014,13162.2,8748.8
6015,13295.3,8748.8
6016,13254.2,8748.8
6017,13090.0,8748.8
6018,13522.2,8748.8
6019,12899.1,8748.8
6020,12769.9,8748.8
6021,13328.1,8748.8
6022,13014.6,8748.8
6023,13283.0,8748.8
6024,13178.6,8748.8
6025,13397.4,8748.8
6026,13034.6,8748.8
6027,12765.0,8748.8
6028,13063.3,8748.8
6029,13479.2,8748.8
6030,13174.5,8748.8
6031,13201.1,8748.8
6032,13120.1,8748.8
6033,12867.0,8748.8
6034,12914.8,8748.8
6035,12906.9,8748.8
6036,13233.4,8748.8
6037,12443.3,8748.8
6038,12903.0,8748.8
6039,13274.5,8748.8
6040,13015.0,8748.8
6041,13064.3,8748.8
6042,12902.6,8748.8
6043,13428.5,8748.8
6044,13094.8,8748.8
6045,12795.7,8748.8
6046,12653.4,8748.8
6047,13060.4,8748.8
6048,13431.7,8748.8
6049,13478.3,8748.8
6050,13537.6,8748.8
6051,13035.6,8748.8
6052,13266.2,8748.8
6053,13202.9,8748.8
6054,12763.0,8748.8
6055,13401.4,8748.8
6056,13220.4,8748.8
6057,12959.4,8748.8
6058,12910.7,8748.8
6059,12687.1,8748.8
6060,12802.0,8748.8
6061,13191.0,8748.8
6062,12972.4,8748.8
6063,12892.4,8748.8
